unix_time,timestamp,gpu_index,gpu_name,memory_used_mib,memory_total_mib,memory_percent
1774626051.616,2026-03-27T15:40:51,1,NVIDIA H200,4,143771,0.0028
1774626051.616,2026-03-27T15:40:51,2,NVIDIA H200,4,143771,0.0028
1774626051.616,2026-03-27T15:40:51,3,NVIDIA H200,4,143771,0.0028
1774626051.616,2026-03-27T15:40:51,4,NVIDIA H200,4,143771,0.0028
1774626051.616,2026-03-27T15:40:51,5,NVIDIA H200,4,143771,0.0028
1774626051.616,2026-03-27T15:40:51,6,NVIDIA H200,4,143771,0.0028
1774626051.616,2026-03-27T15:40:51,7,NVIDIA H200,4,143771,0.0028
1774626052.617,2026-03-27T15:40:52,0,NVIDIA H200,4,143771,0.0028
1774626052.617,2026-03-27T15:40:52,1,NVIDIA H200,4,143771,0.0028
1774626052.617,2026-03-27T15:40:52,2,NVIDIA H200,4,143771,0.0028
1774626052.617,2026-03-27T15:40:52,3,NVIDIA H200,4,143771,0.0028
1774626052.617,2026-03-27T15:40:52,4,NVIDIA H200,4,143771,0.0028
1774626052.617,2026-03-27T15:40:52,5,NVIDIA H200,4,143771,0.0028
1774626052.617,2026-03-27T15:40:52,6,NVIDIA H200,4,143771,0.0028
1774626052.617,2026-03-27T15:40:52,7,NVIDIA H200,4,143771,0.0028
1774626053.617,2026-03-27T15:40:53,0,NVIDIA H200,4,143771,0.0028
1774626053.617,2026-03-27T15:40:53,1,NVIDIA H200,4,143771,0.0028
1774626053.617,2026-03-27T15:40:53,2,NVIDIA H200,4,143771,0.0028
1774626053.617,2026-03-27T15:40:53,3,NVIDIA H200,4,143771,0.0028
1774626053.617,2026-03-27T15:40:53,4,NVIDIA H200,4,143771,0.0028
1774626053.617,2026-03-27T15:40:53,5,NVIDIA H200,4,143771,0.0028
1774626053.617,2026-03-27T15:40:53,6,NVIDIA H200,4,143771,0.0028
1774626053.617,2026-03-27T15:40:53,7,NVIDIA H200,4,143771,0.0028
1774626054.618,2026-03-27T15:40:54,0,NVIDIA H200,4,143771,0.0028
1774626054.618,2026-03-27T15:40:54,1,NVIDIA H200,4,143771,0.0028
1774626054.618,2026-03-27T15:40:54,2,NVIDIA H200,4,143771,0.0028
1774626054.618,2026-03-27T15:40:54,3,NVIDIA H200,4,143771,0.0028
1774626054.618,2026-03-27T15:40:54,4,NVIDIA H200,4,143771,0.0028
1774626054.618,2026-03-27T15:40:54,5,NVIDIA H200,4,143771,0.0028
1774626054.618,2026-03-27T15:40:54,6,NVIDIA H200,4,143771,0.0028
1774626054.618,2026-03-27T15:40:54,7,NVIDIA H200,4,143771,0.0028
1774626055.619,2026-03-27T15:40:55,0,NVIDIA H200,4,143771,0.0028
1774626055.619,2026-03-27T15:40:55,1,NVIDIA H200,4,143771,0.0028
1774626055.619,2026-03-27T15:40:55,2,NVIDIA H200,4,143771,0.0028
1774626055.619,2026-03-27T15:40:55,3,NVIDIA H200,4,143771,0.0028
1774626055.619,2026-03-27T15:40:55,4,NVIDIA H200,4,143771,0.0028
1774626055.619,2026-03-27T15:40:55,5,NVIDIA H200,4,143771,0.0028
1774626055.619,2026-03-27T15:40:55,6,NVIDIA H200,4,143771,0.0028
1774626055.619,2026-03-27T15:40:55,7,NVIDIA H200,4,143771,0.0028
1774626056.620,2026-03-27T15:40:56,0,NVIDIA H200,4,143771,0.0028
1774626056.620,2026-03-27T15:40:56,1,NVIDIA H200,4,143771,0.0028
1774626056.620,2026-03-27T15:40:56,2,NVIDIA H200,4,143771,0.0028
1774626056.620,2026-03-27T15:40:56,3,NVIDIA H200,4,143771,0.0028
1774626056.620,2026-03-27T15:40:56,4,NVIDIA H200,4,143771,0.0028
1774626056.620,2026-03-27T15:40:56,5,NVIDIA H200,4,143771,0.0028
1774626056.620,2026-03-27T15:40:56,6,NVIDIA H200,4,143771,0.0028
1774626056.620,2026-03-27T15:40:56,7,NVIDIA H200,4,143771,0.0028
1774626057.621,2026-03-27T15:40:57,0,NVIDIA H200,4,143771,0.0028
1774626057.621,2026-03-27T15:40:57,1,NVIDIA H200,4,143771,0.0028
1774626057.621,2026-03-27T15:40:57,2,NVIDIA H200,4,143771,0.0028
1774626057.621,2026-03-27T15:40:57,3,NVIDIA H200,4,143771,0.0028
1774626057.621,2026-03-27T15:40:57,4,NVIDIA H200,4,143771,0.0028
1774626057.621,2026-03-27T15:40:57,5,NVIDIA H200,4,143771,0.0028
1774626057.621,2026-03-27T15:40:57,6,NVIDIA H200,4,143771,0.0028
1774626057.621,2026-03-27T15:40:57,7,NVIDIA H200,4,143771,0.0028
1774626058.621,2026-03-27T15:40:58,0,NVIDIA H200,4,143771,0.0028
1774626058.621,2026-03-27T15:40:58,1,NVIDIA H200,4,143771,0.0028
1774626058.621,2026-03-27T15:40:58,2,NVIDIA H200,4,143771,0.0028
1774626058.621,2026-03-27T15:40:58,3,NVIDIA H200,4,143771,0.0028
1774626058.621,2026-03-27T15:40:58,4,NVIDIA H200,4,143771,0.0028
1774626058.621,2026-03-27T15:40:58,5,NVIDIA H200,4,143771,0.0028
1774626058.621,2026-03-27T15:40:58,6,NVIDIA H200,4,143771,0.0028
